Time [d] 	u [m/s]	v [m/s]	Tair [?C]	sol [W m-2]	vap [mbar]	Longwave [W m-2]
207560	1.3156	0.6578	18.98	127.63	18.77	367.6
207561	-1.4574	1.1098	21.33	271.79	20.09	360.88
207562	-0.6258	-0.1839	21.13	242.81	20.02	358.82
207563	-1.5938	0.94	21.53	257.05	19.92	357.85
207564	-2.537	0.5604	21.62	230.94	19.46	350.47
207565	-2.0981	0.2589	21.33	244.6	19.15	350.32
207566	-1.731	0.2999	21.46	225.3	19.68	358.55
207567	-2.1176	0.109	22.2	272.27	20.35	350.6
207568	-0.4245	0.21	21.5	253.91	20.17	353.76
207569	-0.5251	0.0734	22.31	273.96	20.87	356.91
207570	0.4369	-0.5778	21.93	211.75	20.95	370.5
207571	0.122	0.0097	21.6	194.7	20.71	365.91
207572	-0.8492	0.2947	22.09	224.54	20.97	367.91
207573	-0.7891	0.4636	22.59	249.19	21.01	368.65
207574	-0.9324	0.8259	23.04	254.53	21.15	366.62
207575	-0.8838	0.4259	22.52	234.84	20.91	368.52
207576	-1.6943	0.639	22.75	234.53	20.97	367.57
207577	-2.1076	1.0884	23.32	290.02	21.03	362.6
207578	-2.5381	1.0237	22.74	230.27	20.5	362.37
207579	-2.8511	0.9239	22.88	285.76	20.38	357.01
207580	-3.5793	1.3178	22.8	292.25	20.11	349.52
207581	-2.0969	1.4572	22.51	286.42	19.78	353.3
207582	-3.0849	1.5387	22.58	310.74	19.36	338.42
207583	-1.8484	1.2274	21.63	290.15	18.75	345.46
207584	-1.3924	1.0536	22.55	285.2	20.22	358.4
207585	0.4118	0.1488	22.81	258.34	21.11	368.17
207586	0.8279	-0.0579	20.4	167.6	19.69	369.32
207587	-0.5028	0.1874	20.7	160.49	19.91	367.45
207588	-1.4021	0.8187	20.66	192.15	19.85	362.51
207589	-0.3344	-0.5053	20.72	152.26	19.77	373.14
207590	0.6676	0.1597	19.7	134.72	19.25	373.76
207591	-1.1042	0.7216	20.27	178.04	19.57	366.04
207592	-2.1854	0.7094	21.63	230.75	19.64	356.07
207593	-1.8737	0.8234	20.85	206.72	19.13	357.67
207594	-1.8569	0.9826	21.73	250.64	19.84	364.11
207595	0.8265	0.66	21.29	172.91	19.95	371.97
207596	0.2291	-0.4029	20.85	178.75	19.57	371.7
207597	1.2524	-0.129	19.1	116.79	18.83	368.99
207598	-1.0034	0.231	18.49	123.69	17.63	366.16
207599	-1.4321	0.0666	20.88	183.51	19.77	368.96
207600	-0.818	0.2085	19.84	135.43	19.28	375.06
207601	-0.1434	0.4891	20.5	191.12	19.88	371.98
207602	1.0834	0.3848	21	202.95	20.42	374.8
207603	1.7255	0.4353	18.62	140.48	18.13	366.71
207604	1.4485	-0.268	19.52	172.86	18.79	368.64
207605	0.9175	0.8812	19.84	173.65	18.96	371.27
207606	-0.4742	0.4287	18.23	141.46	17.79	365.86
207607	-0.8456	-0.4441	19.8	196.85	18.63	370.32
207608	-0.4751	-0.3893	19.67	179.84	18.84	369.47
207609	0.4076	-0.6497	20.58	227.08	19.32	367.06
207610	0.569	0.1686	18.63	147.82	18.2	365.28
207611	-0.5919	0.6014	18.24	180.84	17.59	366.84
207612	-0.7562	0.4792	19.19	164.29	18.26	372.85
207613	-2.0627	0.7122	20.3	230.34	18.06	353.28
207614	-2.1598	1.3849	19.67	229.67	16.63	353.96
207615	-2.1573	1.7858	20.5	261	16.55	345.16
207616	-1.9042	2.2577	19.92	264.7	15.67	339.28
207617	-1.3709	2.0136	19.47	252.09	15.82	349.49
207618	-1.8557	1.5704	20.73	237.75	16.95	360.94
207619	-2.8476	2.9831	20.93	262.99	16.4	345.05
207620	-2.189	1.734	20.06	271.78	15.96	342.51
207621	0.2161	1.1971	18.52	155	16.22	373.4
207622	0.8692	0.9477	19.12	165.69	16.96	373.09
207623	0.5051	0.9382	18.89	131.5	17.24	379.92
207624	0.605	0.593	18.52	111.99	17.67	382.64
207625	0.4545	1.1377	18.59	141.96	17.53	381.69
207626	-1.0273	1.8656	20.7	228.42	17.38	364.02
207627	-2.0381	1.4784	19.7	196.3	15.99	355.36
207628	-1.0562	1.2961	20.89	245.88	17.06	357.28
207629	-1.0807	0.7417	21.28	201.42	18.2	375.63
207630	-0.8729	0.6434	20.04	116.84	18.02	384.71
207631	-0.2582	0.9709	21.44	215.78	19.14	375.37
207632	-0.1141	0.2953	21.06	187.5	18.98	376.32
207633	1.2257	-0.294	19.36	124.84	18.69	380.57
207634	0.3991	0.5791	17.94	67.51	17.35	375.64
207635	-1.1402	1.8336	20.01	184.75	17.84	372.22
207636	-2.1203	1.1697	21.57	230.63	18.75	363.19
207637	-1.3152	1.4242	21.25	211.62	18.12	371.32
207638	-0.1002	0.8251	20.76	226.04	17.85	361.17
207639	-0.9606	1.6497	20.28	217.77	16.46	350.05
207640	-1.8103	1.5016	19.44	181.42	15.88	365.14
207641	-1.386	1.2696	19.56	165.59	16.59	371.2
207642	-1.4232	1.3393	20.45	225.23	16.84	357.77
207643	-0.8557	0.8178	20.34	179.75	17.39	370.63
207644	-0.7188	0.7888	20.95	167.58	18.52	382.91
207645	-1.6655	1.2342	20.5	196.25	17.3	362.57
207646	-2.2645	1.8086	19.61	165.44	16.15	368.22
207647	-3.0783	1.1554	19.81	233.75	16.17	347.27
207648	-0.844	0.7026	19.62	227.79	16.59	354.69
207649	-0.4651	0.2389	20.1	228.52	16.81	352.07
207650	-0.2849	0.5249	19.62	166.83	16.47	360.72
207651	-0.8605	1.5496	20.72	253.56	16.29	338.49
207652	-1.1462	1.2652	20.39	249.72	16.18	344.9
207653	-0.604	1.2214	19.94	182.34	15.83	361.17
207654	-1.0782	1.7462	21.15	233.91	16.76	360.84
207655	-0.1692	0.2888	19.87	122.42	16.58	378.5
207656	-0.1828	0.2732	19.79	149.19	16.59	375.84
207657	-0.7173	1.1753	19.47	72.07	16.85	388.13
207658	-1.1837	1.0908	21.16	212.66	17.54	378.81
207659	-0.8021	1.1572	20.74	161.03	17.57	381.37
207660	-0.9857	1.2208	19.27	179.92	17.12	368.72
207661	-1.9081	1.5278	20.53	222.86	16.92	365.04
207662	-2.0693	1.8167	18.75	106.1	15.75	369.12
207663	-1.8659	1.3472	19.68	221.28	16	369.68
207664	-2.7311	1.523	20.43	188.75	16.38	376.44
207665	-2.3914	1.9365	19.28	162.13	15.11	372.2
207666	-2.4938	2.0377	19.19	194.44	15.13	366.49
207667	-1.1782	0.9962	20.48	212.31	16.22	372.08
207668	0.1089	0.4942	20.17	151.9	17.25	383.52
207669	0.0872	1.4854	19.61	150.59	16.93	377.65
207670	0.1186	0.5307	19.71	128.99	16.65	371.7
207671	0.5678	0.0597	18.95	150.71	17.17	375.11
207672	-0.8764	1.0698	19.65	193.82	16.52	364.07
207673	-1.6048	1.7666	20.03	248.46	15.28	348.3
207674	-1.8605	2.132	19.72	251.26	14.89	338.38
207675	-2.5817	2.013	19.71	246.45	14.83	342.93
207676	-1.7001	1.4351	19.67	218.97	15.21	361.62
207677	-1.3269	2.3916	19.85	216.16	15.5	366.89
207678	-1.2922	1.884	20.68	256.38	15.61	355.91
207679	-1.5904	0.8304	20.89	161.34	16.33	378.61
207680	-0.5647	1.5509	20.24	208.19	16.42	367.89
207681	-1.1152	1.9144	21.48	242.41	17.18	373.11
207682	-1.8318	1.6527	20.34	159.38	16.64	376.63
207683	-0.0202	0.8814	19.66	122.97	16.82	376.17
207684	-0.1991	-1.145	19.94	144.26	18.23	381.08
207685	-0.0193	1.2944	19.61	158.73	17.97	381.51
207686	0.0446	2.2207	18.23	133.23	15.76	358.37
207687	-0.4629	1.9552	20.32	237.99	16.09	358.81
207688	-0.8587	0.2404	19.91	136.28	16.7	378.6
207689	-0.3217	0.1273	20.03	152.76	17.64	384.54
207690	-0.2949	1.4859	19.61	167.98	17.53	385.55
207691	-0.7718	1.3483	20.36	179.45	17.18	382.94
207692	-0.5685	0.4503	19.89	156.36	17.58	383.52
207693	-0.5398	0.8791	18.48	133.4	17.38	381.33
207694	-0.2481	1.2443	18.43	147.21	17.15	376.63
207695	-1.1454	1.5441	20.4	218.54	17.63	376.85
207696	-0.563	0.2696	19.69	166.57	17.54	378.15
207697	0.5614	0.8059	19.94	158.56	17.83	376.43
207698	-0.2404	-0.123	19.83	166.35	18.35	385.38
207699	-0.8715	-0.265	20.27	185.62	17.79	376.2
207700	0.3113	0.3893	21.08	206.67	17.73	369.51
207701	0.4714	-0.0119	20.8	203.8	17.02	360.07
207702	-0.2341	0.4868	20.97	243.83	16.81	355.19
207703	-0.1109	1.0402	21.11	225.23	17.09	365.37
207704	-0.3184	-0.165	20.76	166.07	17.1	370.24
207705	-0.2361	0.3736	19.31	207.31	16.85	363.13
207706	-1.599	1.0165	20.1	175.61	16.27	373.96
207707	-1.6781	0.8737	21.62	228.29	16.97	368.51
207708	-0.7392	0.8099	21.88	250.12	17.77	374.47
207709	0.2404	-0.0052	20.42	128.82	17.07	380.57
207710	0.1566	0.8433	20.56	203.01	17.25	372.82
207711	-0.9472	-0.1039	21.2	162.89	17.91	383.54
207712	0.4322	-0.7484	20.37	191.91	18.3	379.16
207713	0.8141	0.8512	19.67	170.74	17.91	372.51
207714	0.2336	-0.0044	20.8	233.9	17.85	366.05
207715	0.5722	-1.1876	19.37	132.67	18.09	377.26
207716	0.5248	1.0536	18.83	167.15	17.55	372.62
207717	-0.1698	1.4678	17.89	137.91	16.26	370.33
207718	-1.719	0.3453	19.57	166.82	16.97	374.58
207719	-0.878	0.654	20.27	211.15	17.5	371.34
207720	-0.2243	0.8202	21.08	215.29	18.42	374.83
207721	1.28	-0.3809	19.1	165.79	17.7	369.09
207722	-0.3093	0.0456	21.02	220.01	18.13	379.06
207723	0.6202	0.445	21.4	201.2	18.84	377.8
207724	-1.2593	-0.6502	20.9	217.32	18.13	367.56
207725	-0.9805	0.1214	21.37	202.97	18.62	376.9
207726	1.1914	-0.1021	19.67	179.27	18.19	370.32
207727	-0.0054	-0.6833	18.79	122.72	17.62	371.5
207728	-0.8285	-0.1968	20.59	203.96	18.55	374.73
207729	0.9749	-0.5831	18.93	135.51	18.48	374.22
207730	0.1439	0.0528	21.14	263.59	18.97	374.15
207731	0.0133	0.0515	20.92	206.32	19.27	377.86
207732	-0.5184	-0.4732	19.88	206.46	19.03	367.89
207733	1.1323	-0.2794	19.26	159.41	18.57	371.92
207734	0.2446	0.3585	18.27	148.59	17.33	366.11
207735	-1.361	-0.1144	20.19	189.85	17.72	377.19
207736	-0.447	-0.5536	19.28	145.78	18.2	373.5
207737	-0.765	0.2834	19.52	166.11	18.12	373.01
207738	-1.2662	-0.8164	21.29	183.77	19.09	380.88
207739	0.6759	0.7809	19.84	168.82	19.12	373.7
207740	-0.2618	1.1388	19.81	188.76	18.58	377.57
207741	0.5672	0.5093	20.6	193.53	19.16	374.8
207742	1.7933	-0.0443	18.97	153.55	18.13	373.06
207743	1.5941	0.1754	19.07	235.94	17.38	362.37
207744	0.485	-0.4721	21.93	280.31	19.06	369.47
207745	1.0359	0.0559	19.02	188.44	18.16	371.26
207746	-0.5321	0.8438	22.19	263.33	19.24	377.57
207747	0.5305	-1.3962	19.93	158.82	19.25	372.47
207748	-0.3666	-0.7278	21.08	239.78	18.57	369.99
207749	0.6662	-0.1774	20.06	170.4	19.11	368.77
207750	0.3131	0.28	19.8	191.83	18	366.94
207751	-1.5736	0.2507	22.08	249.7	17.7	354.67
207752	0.1029	0.0784	21.25	212.56	17.78	357.69
207753	0.4257	0.0037	23.06	278.7	18.62	360.81
207754	1.9456	0.3551	20.29	189.52	18.97	373.31
207755	0.0896	0.4423	22.02	264.77	19.09	366.29
207756	1.0713	-0.1216	18.87	185.7	17.25	361.68
207757	-0.5962	-1.4798	21.65	235.98	19.22	370.93
207758	1.2746	-0.2105	19.55	149.39	19.01	369
207759	-0.4295	-0.9495	22.02	263.66	19.77	370.52
207760	0.2256	-0.2628	21.6	94.34	19.75	376.96
207761	0.6485	0.3918	22.41	250.48	20.23	369.77
207762	0.2826	-0.0292	21.98	212.38	20.01	372.81
207763	1.1882	-0.0148	21.24	178.44	19.9	374.64
207764	1.6115	-0.0168	19.99	168.96	18.87	374.31
207765	0.9174	0.2115	21.41	211.24	19.79	372.8
207766	1.261	0.6429	20.16	150.29	19.73	372.83
207767	0.5834	-0.2361	21.43	235.02	19.54	367.19
207768	1.4901	-1.3413	20.8	169.13	19.38	372.02
207769	0.4522	-0.5547	21.3	211.23	19.88	374.46
207770	1.3076	-0.2103	18.58	125.66	18.37	368.96
207771	0.8968	0.655	21.33	232.43	18.25	363.86
207772	0.4793	-0.9725	18.34	92	18.28	372.25
207773	-0.6108	-1.7795	21.04	303.38	18.79	353.7
207774	1.0968	0.1546	20.48	160.07	19.62	365.88
207775	0.0033	0.0241	20.62	214.61	19.64	360.28
207776	-0.9031	0.0506	20.91	195.6	19.92	368.19
207777	-1.7258	-0.3927	22.6	255.46	20.94	375.15
207778	0.3162	0.0874	19.59	136.65	19.65	370.53
207779	-0.6387	-0.042	20.53	199.66	19.74	367.86
207780	-0.9919	-0.3193	20.96	179.57	20.4	377.3
207781	0.1878	0.2603	20.22	144.14	19.89	371.69
207782	0.2241	0.5179	19.84	149.58	19.6	372.18
207783	-0.6385	0.5022	20.62	186.24	19.75	370.9
207784	-0.8261	0.2895	21.59	252.92	20.24	363.58
207785	-1.8764	-0.0088	20.99	211.77	20.13	368.4
207786	-1.7063	-0.3219	21.83	257.87	20.21	361.13
207787	-1.2845	-0.7804	21.98	255	20.71	370.27
207788	0.7843	0.9035	19.42	131	18.91	365.41
207789	-0.322	0.8235	19.42	174.43	19.08	369.19
207790	-0.6209	-0.4356	19.69	166.69	19.25	371.15
207791	-0.6284	-0.5654	19.37	164.92	18.93	370.87
207792	-1.4388	-0.3963	20.03	196.47	18.63	367.44
207793	-0.3466	-0.4171	19.32	149.7	18.73	365.04
207794	-1.5065	-0.5748	20.2	168.87	19.68	370.47
207795	-0.0547	-0.9008	19.35	138.66	19.35	373.07
207796	-0.0278	0.9248	19.14	133.13	18.67	371.65
207797	-1.9524	-0.0671	21.63	252.85	20.03	369.83
207798	0.1711	-0.9589	20.93	211.74	19.94	371.23
207799	-0.4112	-0.3734	19.93	139.26	19.28	372.85
207800	-0.7709	-0.1411	21.31	227.89	20.33	374.81
207801	0.3295	0.0366	19.21	110.69	19.25	371.76
207802	0.408	0.1665	19.99	169.59	19.44	373.54
207803	1.908	-0.6664	20.05	146.22	19.81	371.09
207804	0.4082	-0.0353	21.91	260.15	19.9	364.86
207805	1.0633	1.1849	19.43	124.11	19.16	368.56
207806	0.9497	0.8818	19.71	169.43	19.38	365.02
207807	-0.035	0.2497	20.65	200.5	19.65	368.31
207808	1.0687	-0.6876	20.75	186.24	20.34	370.46
207809	1.926	-0.8567	20.07	173.17	19.06	365.19
207810	0.8021	-0.8134	20.14	180.71	19.2	365.5
207811	-0.3117	-0.395	21.03	224.44	19.94	372.17
207812	1.2199	-0.1133	20.8	221.77	20.31	367.17
207813	0.5599	-0.183	20.31	183.09	19.66	368.13
207814	0.6772	0.8454	21.08	192.44	20.04	371.52
207815	0.4422	-0.1553	20.03	158.87	19.83	369.44
207816	-0.3172	-0.5136	20.25	195.05	19.76	369.1
207817	-0.0877	-0.532	19.63	126.86	19.45	367.02
207818	0.3959	-0.1544	18.58	92.63	18.58	368.92
207819	0.8201	0.5723	18.77	83.81	18.72	372.54
207820	0.4363	-0.4329	20.36	187.11	19.37	376.9
207821	0.963	-0.1345	20.47	169.39	19.5	370.52
207822	0.5671	-0.6641	20.26	179.09	19.83	367.92
207823	0.9879	-0.2114	20.27	170.71	19.56	369.56
207824	1.7604	-0.5301	19.43	130.64	19.1	367.99
207825	0.6959	-0.353	19.01	152.52	18.57	360.93
207826	0.1989	0.0407	20.8	202.52	19.58	366.11
207827	0.8518	-0.2461	19.61	120.16	19.37	368.97
207828	0.2273	-0.6909	21.28	196.19	20.25	375.05
207829	0.54	-0.3171	19.9	150.6	19.99	370.11
207830	1.5078	-0.544	19.9	209.05	19.56	363.2
207831	0.8023	-0.3401	19.89	181.91	19.54	362.66
207832	1.4124	-0.8572	19.76	179.22	19.48	368.72
207833	0.5375	-1.5232	20.26	189.88	19.37	368.04
207834	-0.0403	-1.5649	21.94	259.03	20.03	367.15
207835	0.936	-1.1859	21.23	236.7	18.89	358.74
207836	1.7764	-0.6478	20.86	226.01	18.28	360.32
207837	1.1705	0.4248	19.92	169.54	18.18	361.9
207838	0.7966	-0.4159	19.6	112.1	18.08	360.42
207839	0.6403	-1.4031	20.47	205.48	17.82	355.92
207840	0.8233	-1.3042	22	252.33	18.34	360.96
207841	0.8408	0.2398	21.96	263.18	19.4	365.14
207842	1.7401	-0.6301	19.31	153.72	18.71	367.4
207843	1.9646	-1.98	20.03	228.75	17.55	360.75
207844	1.4149	-1.1994	20.64	200.57	17.28	362.09
207845	1.2399	-0.6413	20.7	166.79	18.87	359.32
207846	1.8158	1.2828	19.93	129.99	19.14	368.88
207847	1.3842	-0.9108	19.01	45.32	18.21	367.61
207848	1.4021	-1.4342	21.9	186.71	18.65	369.2
207849	1.251	0.3178	20.55	74.94	19.01	367.49
207850	0.457	-1.1904	20.13	95.89	19.41	364.81
207851	0.4641	-0.9245	21.08	137.14	20.16	376.59
207852	1.4846	0.1868	21.3	143.99	20.44	375.92
207853	1.4185	-0.4808	19.39	160.32	18.83	363.16
207854	1.5244	-0.5412	19.84	173.58	19.05	364.91
207855	1.0589	-0.2076	19.84	177.31	19.17	361.42
207856	0.9738	-0.3769	19.02	149.21	18.9	363.73
207857	-0.022	-1.3515	19.27	166.57	19.05	366.79
207858	0.4881	-0.6139	21.17	224.38	20.08	370.25
207859	0.5399	-0.0431	20.3	166.48	19.52	371.55
207860	-0.5093	-0.2651	20.22	243.39	19.59	360.83
207861	-1.5651	-1.2139	23.58	300.29	20.81	368.97
207862	-0.7724	0.1429	23.12	225.17	21.08	373.15
207863	0.1308	0.01	22.87	219.92	21.38	376.65
207864	-1.5639	0.1111	24.32	291.98	21.41	362.31
207865	-1.8565	-0.2674	23.82	272.52	20.8	365.1
207866	-2.9024	-0.3054	23.85	323.29	19.77	352.64
207867	-1.5674	0.6126	23.59	280.62	20.61	362.09
207868	-1.8982	0.4416	23.6	325.96	20.4	350.43
207869	0.2216	-0.1294	22.56	218.34	20.6	372.34
207870	0.1576	0.5868	20.09	158.64	19.79	368.59
207871	-1.0255	-0.3455	20.79	230.67	19.82	366.38
207872	-1.7938	0.2388	20.83	223.37	19.87	369.81
207873	-2.3447	-0.3432	20.32	145	19.44	366.52
207874	-3.9215	-0.499	21.8	281.94	19.82	351.65
207875	-3.7911	-0.1646	21.49	227.52	19.6	359.29
207876	-1.5541	0.0779	21.12	227.31	20.17	365.97
207877	-0.7721	-1.0976	20.72	223.73	20.11	360.27
207878	0.1506	0.2967	21.82	219.57	20.57	377.22
207879	1.4956	0.0285	22.36	244.89	21.25	373.78
207880	1.8813	-0.3309	21.66	218.13	20.61	374.79
207881	1.2651	-1.5357	20.95	147.1	19.71	375.25
207882	0.6587	-0.4452	21.92	214.64	20.74	372.91
207883	2.6723	-0.3719	19.11	136.24	18.65	367.95
207884	0.5935	-0.9032	21.42	234.86	19.92	367.28
207885	0.5694	-0.1999	19.66	147.9	19.1	369.47
207886	0.5947	-1.2129	20.51	126.47	19.2	365.55
207887	1.4971	0.3239	19.73	119.45	19.28	375.11
207888	0.4898	-0.0812	20.83	171.5	20.33	376.64
207889	0.5923	0.528	20.55	70.91	20.02	380.94
207890	-0.1723	0.0753	20.89	155.43	20.41	378.46
207891	-1.0841	-0.5076	21.14	156.16	19.56	369.81
207892	-1.4803	-0.7442	20.6	218.86	19.49	359.8
207893	-2.3018	0.6682	21.74	266.29	20.06	367.77
207894	-1.3882	0.4158	22.51	283.35	20.79	362.03
207895	-0.7645	-0.7454	23.52	295.46	20.98	363.3
207896	1.3286	0.2627	20.18	136.69	19.96	378.54
207897	0.9908	1.0291	20.57	224.64	20.03	373.83
207898	0.7326	-0.0594	19.84	174.78	19.61	368.35
207899	-0.0139	0.3052	20.78	206.12	19.68	369.08
207900	0.1027	-0.8043	20.89	212.81	20.25	370.17
207901	1.0574	-1.0193	21.92	234.54	21.02	376.12
207902	0.7375	1.1771	20.87	160.96	20.55	377.05
207903	0.0279	-0.1029	21.93	216.42	20.86	376.95
207904	-1.0112	0.8436	21.02	206.62	20.34	374.98
207905	-0.2068	-0.2189	19.88	109.97	19.79	375.95
207906	-1.4036	0.5511	20.21	160.19	20.06	374.35
207907	-2.0678	-0.1228	21.73	252.37	20.7	372.19
207908	-2.9713	-0.0105	20.7	183.89	19.86	374.14
207909	-0.8096	0.079	20.04	144.19	19.69	370.87
207910	-1.1652	0.6342	19.88	173.04	19.6	370.69
207911	-1.2826	1.4087	20.36	173.91	19.85	367.39
207912	-0.8812	0.2491	22.04	249.7	20.76	375.78
207913	-0.0421	0.3858	19.43	126.12	19.61	376.26
207914	-2.6541	-0.116	21.04	247.57	20.21	371.22
207915	-2.1768	-0.398	20.76	186.7	19.87	371.16
207916	-1.9092	1.3718	20.45	194.96	19.62	370.34
207917	-1.63	0.9232	20.94	216.63	20.13	369.14
207918	-2.8193	0.7636	21.94	263.52	20.4	363.54
207919	-2.5139	0.6968	21.91	245.67	20.3	358.75
207920	-2.6696	0.047	22.05	253.21	20.71	366.15
207921	-0.2477	-0.0093	21.28	206.36	20.76	373.61
207922	-0.0331	-0.0879	21.59	207.91	20.74	376.02
207923	0.1615	1.1009	20.74	186.56	20.2	367.01
207924	-0.755	0.2233	21.07	226.13	20.36	375.35
207925	0.2821	0.1097	20.3	160.1	19.98	376.12
207926	-0.2365	0.4293	20.03	165.39	19.75	374.35
207927	0.4239	0.4799	20.16	188.02	19.59	369.98
207928	0.9061	-0.021	19.37	144.33	19.21	372.13
207929	0.3638	-0.6602	21.49	252.14	20.51	375
207930	1.0175	0.2405	20.46	181.26	20.09	373.74
207931	0.3343	-0.4559	20.14	167.95	20.01	371.18
207932	-0.4634	0.4367	20.11	175.34	19.92	370.91
207933	-0.5751	0.9343	20.13	196.7	19.66	369.15
207934	-0.3909	-0.2486	20.19	218.14	19.5	366.73
207935	-0.4222	0.1629	20.36	192.34	19.3	367.03
207936	0.1	-0.5447	20.62	237.92	19.41	358.89
207937	0.0363	-0.7288	20.04	188.47	19.36	363.66
207938	-0.6958	-0.5791	20.4	200.77	19.46	364.22
207939	-0.9802	0.2648	21.64	264.33	20.35	358.44
207940	0.0031	-0.1065	21.45	244.22	20.14	368.9
207941	1.0843	-0.0925	20.83	198.73	20.04	374.66
207942	0.222	0.4987	20.11	164.68	19.5	371.32
207943	0.3949	0.7872	19.31	138.95	18.98	368.84
207944	-0.8126	0.8999	20.6	208.89	19.92	367.95
207945	-0.3983	0.2822	21.69	258.21	20.37	370.48
207946	-0.2617	0.0147	19.82	131.89	19.59	371.25
207947	0.3424	0.1407	20.96	192.14	20.22	376.52
207948	0.3582	0.2188	19.01	130.71	18.71	370.58
207949	-0.0957	0.5683	21.45	222.11	20.09	370.9
207950	0.0785	-0.1196	18.93	83.6	18.82	374.33
207951	-1.4095	0.5049	20.47	204.54	19.61	367.5
207952	-1.9465	1.0058	20.92	225.49	20.03	362.07
207953	-1.5977	1.5936	21.82	239.84	20.56	369.93
207954	-1.1149	1.149	22.34	259	20.72	371.15
207955	-1.9426	0.7778	22.01	213.42	19.96	369.67
207956	-1.9431	0.8113	22.53	214.44	20.59	374.37
207957	-1.5752	1.4389	22.2	218.74	20.58	375.61
207958	-2.1533	0.9552	22.81	266.45	20.51	366.21
207959	-1.1732	1.6824	22.38	240.3	20.32	371.37
207960	-1.9301	1.4181	22.69	281.9	19.69	359.86
207961	-0.4643	1.231	21.94	218.62	19.99	374.66
207962	-1.6612	1.3299	22.3	214.83	19.71	372.43
207963	-1.4724	1.216	22.21	235.51	19.85	369.34
207964	-0.7794	1.1757	22.76	263.15	20.18	368.49
207965	0.0451	0.0957	21.08	147.74	19.53	378.77
207966	0.0969	0.5684	21.08	205.2	19.55	371.89
207967	0.0285	1.2225	22.3	216.13	20.42	374.48
207968	-0.1053	0.0426	20.46	147.78	19.3	375.48
207969	-1.0511	0.7421	21.19	183.63	19.37	374.31
207970	-1.2621	1.1888	21.6	212.1	19.12	370.71
207971	-1.0399	1.363	20.51	149.63	17.94	367.13
207972	-1.6198	1.1154	20.67	191.81	17.82	366.44
207973	-2.3227	1.8502	20.33	180.31	17.63	369.62
207974	-1.8857	1.8809	21.24	201.82	18.34	374.11
207975	-0.9497	0.2596	18.94	105.07	17.52	380.1
207976	-1.1508	0.8365	20.45	202.01	18.13	372
207977	-1.6343	0.8648	21.2	239.79	18.62	360.18
207978	-0.6372	0.3681	21.04	199.21	18.47	373.19
207979	-0.0761	1.329	19.75	176.15	17.72	371.18
207980	0.3051	1.0997	19.81	140.48	17.83	379.57
207981	-0.2502	1.0068	21.24	222.37	18.18	367.48
207982	-0.0779	0.9059	20.16	183.53	18.34	374.26
207983	0.2661	0.1501	20.1	170.31	18.62	375.69
207984	1.1983	0.1799	19.64	169.69	18.74	373.27
207985	-0.1293	0.5287	18.38	143.52	17.87	369.22
207986	-1.1756	1.8382	19.58	189.85	17.92	374.29
207987	-1.3798	1.2839	21.04	238.45	17.8	367.52
207988	-1.3669	1.5564	20.94	247.48	18	360.25
207989	-1.517	1.2798	21.28	229.28	17.93	364.85
207990	-0.927	0.7224	20.55	141.34	18.23	381.13
207991	-1.2588	1.6365	21.45	224.86	18.25	366.24
207992	-2.1588	1.5162	20.56	175.49	17.4	375.84
207993	-3.2215	1.6287	19.95	181.82	16.09	368.9
207994	-2.7261	1.1261	19.81	247.91	16.2	341.78
207995	-1.7748	1.2256	19.95	252.07	16.37	347.07
207996	-1.4014	1.8293	20.57	215.15	17.01	361.98
207997	-2.2916	2.0304	20.93	217.25	16.26	369.08
207998	-2.0273	2.4843	19.71	202.97	15.15	353.98
207999	-1.3307	1.9149	19.41	249.67	15.58	337.22
208000	-0.9365	1.0606	18.92	157.71	16.4	365.46
208001	-0.3105	1.4299	20.41	210.51	18.02	365.44
208002	-0.0943	1.1082	21	217.42	17.59	355.75
208003	-0.426	0.6164	21.04	239.16	18.02	359.91
208004	0.1487	0.5071	21.16	188.16	17.95	364.05
208005	0.6084	0.2516	19.96	151.4	18.23	370.28
208006	-0.0693	1.35	19.97	151.68	17.62	373.38
208007	-0.858	1.5655	20.32	217.77	16.22	349.45
208008	-0.4953	0.7552	18.72	152.62	15.6	352.86
208009	0.4532	0.5817	18.84	127.22	16.64	360.25
208010	-0.4338	1.4944	20.52	217.4	16.72	356.8
208011	-1.3721	1.5139	20.84	191.94	16.49	365.97
208012	-1.787	1.5328	20.28	174.12	16.09	367.63
208013	-1.9632	1.3228	20.25	242.15	15.29	346.99
208014	-1.7929	1.7446	20.07	246.07	15	343.16
208015	-1.5646	1.3398	20	229.34	15.65	343.73
208016	-0.4998	1.5185	19.45	118.94	16.24	372.8
208017	0.0757	1.2952	19.8	144.34	16.37	376.11
208018	0.4054	1.2032	21.05	191.33	17.82	376.19
208019	1.2257	1.2887	20.8	151.31	16.84	369.56
208020	0.6399	2.1598	20.96	214	16.31	353.69
208021	-0.9009	1.8546	20.43	227.45	15.99	347.1
208022	-1.8125	1.0106	20.55	218.08	15.94	353.3
208023	-1.052	1.011	19.45	208.48	15.29	354.41
208024	-0.8918	1.2828	20.47	199.7	16.1	359.37
208025	-0.8588	1.175	20.28	193.95	15.89	369.21
208026	-0.4315	0.8204	18.29	70.04	15.87	375.11
208027	0.3231	0.2279	18.06	129.15	15.77	356.51
208028	0.2279	1.0474	16.68	48.62	15.7	371.27
